#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,#,.,.,.
.,.,.,.,.,.,#,.
#,.,.,.,.,.,.,.
.,.,.,#,.,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,.,#,.,.

=,=,=,=,=,=,=,=

.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.
.,#,.,.,.,.,.,.
.,.,.,.,#,.,.,.
.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,.,#,.,.,.,.

=,=,=,=,=,=,=,=

.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,#,.
#,.,.,.,.,.,.,.
.,.,.,#,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,#,.,.,.

=,=,=,=,=,=,=,=

.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,.,.,#,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,#,.,.,.,.

=,=,=,=,=,=,=,=

.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.
.,.,.,#,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,#,.,.,.
.,.,.,.,.,.,#,.
.,#,.,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.
.,.,.,#,.,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,#,.,.,.
.,.,.,.,.,.,#,.
#,.,.,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.
.,.,.,.,.,.,.,#
.,#,.,.,.,.,.,.
.,.,.,#,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,.,.,#,.,.,.

=,=,=,=,=,=,=,=

.,.,#,.,.,.,.,.
.,.,.,.,.,.,#,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,.,#,.,.
.,.,.,#,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,#,.,.,.

=,=,=,=,=,=,=,=

.,.,.,#,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,#,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,.,#,.,.
.,.,#,.,.,.,.,.
.,.,.,.,.,.,#,.
.,#,.,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,#,.,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,#,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,.,#,.,.
#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,.,.,#,.

=,=,=,=,=,=,=,=

.,.,.,#,.,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.
.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.
.,.,.,.,#,.,.,.

=,=,=,=,=,=,=,=

.,.,.,#,.,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.
.,.,.,.,.,.,.,#
.,.,.,.,#,.,.,.
#,.,.,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,#,.,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,.,.,#,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,.,#,.,.
.,.,#,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,#,.,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,#,.,.,.
.,.,.,.,.,.,#,.
#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.

=,=,=,=,=,=,=,=

.,.,.,#,.,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,.,#,.,.
#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,#,.,.,.
.,.,.,.,.,.,#,.

=,=,=,=,=,=,=,=

.,.,.,#,.,.,.,.
.,.,.,.,.,#,.,.
#,.,.,.,.,.,.,.
.,.,.,.,#,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,#,.,.,.,.,.
.,.,.,.,.,.,#,.

=,=,=,=,=,=,=,=

.,.,.,#,.,.,.,.
.,.,.,.,.,#,.,.
.,.,.,.,.,.,.,#
.,#,.,.,.,.,.,.
.,.,.,.,.,.,#,.
#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,#,.,.,.

=,=,=,=,=,=,=,=

.,.,.,#,.,.,.,.
.,.,.,.,.,.,#,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,#,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,#,.,.
.,.,#,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,#,.,.,.,.
.,.,.,.,.,.,#,.
.,.,.,.,#,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,#,.,.
#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,.,.,.,#

=,=,=,=,=,=,=,=

.,.,.,#,.,.,.,.
.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,.,.,#,.,.,.

=,=,=,=,=,=,=,=

.,.,.,#,.,.,.,.
.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.
.,.,.,.,#,.,.,.
.,.,.,.,.,.,#,.
.,#,.,.,.,.,.,.
.,.,.,.,.,#,.,.
.,.,#,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,#,.,.,.
#,.,.,.,.,.,.,.
.,.,.,#,.,.,.,.
.,.,.,.,.,#,.,.
.,.,.,.,.,.,.,#
.,#,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,#,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,#,.,.,.
.,#,.,.,.,.,.,.
.,.,.,#,.,.,.,.
.,.,.,.,.,#,.,.
.,.,.,.,.,.,.,#
.,.,#,.,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,#,.

=,=,=,=,=,=,=,=

.,.,.,.,#,.,.,.
.,#,.,.,.,.,.,.
.,.,.,#,.,.,.,.
.,.,.,.,.,.,#,.
.,.,#,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,.,#,.,.
#,.,.,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,#,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,#,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,.,#,.,.,.,.
.,.,.,.,.,.,.,#
.,.,#,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,#,.,.,.
.,.,#,.,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,.,#,.,.
.,.,.,#,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,#,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,#,.,.,.,.
.,.,.,.,.,.,#,.
#,.,.,.,.,.,.,.
.,.,.,.,.,#,.,.
.,#,.,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,#,.,.,.
.,.,.,.,.,.,#,.
#,.,.,.,.,.,.,.
.,.,.,#,.,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,.,#,.,.
.,.,#,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,#,.,.,.
.,.,.,.,.,.,#,.
.,#,.,.,.,.,.,.
.,.,.,#,.,.,.,.
.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.

=,=,=,=,=,=,=,=

.,.,.,.,#,.,.,.
.,.,.,.,.,.,#,.
.,#,.,.,.,.,.,.
.,.,.,.,.,#,.,.
.,.,#,.,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,#,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,#,.,.,.
.,.,.,.,.,.,#,.
.,.,.,#,.,.,.,.
#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,.,#,.,.
.,#,.,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,#,.,.,.
.,.,.,.,.,.,.,#
.,.,.,#,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,#,.,.,.,.,.,.
.,.,.,.,.,#,.,.
.,.,#,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,#,.,.
#,.,.,.,.,.,.,.
.,.,.,.,#,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,#,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,.,#,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,#,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,#,.
#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,#,.,.,.
.,.,.,.,.,.,.,#
.,.,.,#,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,#,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,#,.
#,.,.,.,.,.,.,.
.,.,.,#,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,#,.,.,.
.,.,#,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,#,.,.
.,.,#,.,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,.,.,#,.,.,.
.,.,.,.,.,.,.,#
.,#,.,.,.,.,.,.
.,.,.,#,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,#,.,.
.,.,#,.,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,#,.,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,.,.,#,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,#,.,.
.,.,#,.,.,.,.,.
.,.,.,.,#,.,.,.
.,.,.,.,.,.,#,.
#,.,.,.,.,.,.,.
.,.,.,#,.,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,#

=,=,=,=,=,=,=,=

.,.,.,.,.,#,.,.
.,.,#,.,.,.,.,.
.,.,.,.,#,.,.,.
.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.
.,.,.,#,.,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,#,.

=,=,=,=,=,=,=,=

.,.,.,.,.,#,.,.
.,.,#,.,.,.,.,.
.,.,.,.,.,.,#,.
.,#,.,.,.,.,.,.
.,.,.,#,.,.,.,.
.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.
.,.,.,.,#,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,#,.,.
.,.,#,.,.,.,.,.
.,.,.,.,.,.,#,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,#,.,.,.
#,.,.,.,.,.,.,.
.,.,.,#,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,#,.,.
.,.,#,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,.,#,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,#,.,.,.,.,.,.
.,.,.,.,#,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,#,.,.
.,.,.,#,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,#,.,.,.
.,.,.,.,.,.,.,#
.,#,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,#,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,#,.,.
.,.,.,#,.,.,.,.
.,.,.,.,.,.,#,.
#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,#,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,#

=,=,=,=,=,=,=,=

.,.,.,.,.,#,.,.
.,.,.,#,.,.,.,.
.,.,.,.,.,.,#,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,#,.,.,.,.,.,.
.,.,.,.,#,.,.,.
.,.,#,.,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,.,#,.
.,#,.,.,.,.,.,.
.,.,.,#,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,#,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,.,#,.
.,#,.,.,.,.,.,.
.,.,.,.,.,#,.,.
.,.,#,.,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,#,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,#,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,.,#,.
.,.,#,.,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,#,.,.
.,.,.,.,.,.,.,#
.,.,.,.,#,.,.,.
.,#,.,.,.,.,.,.
.,.,.,#,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,.,#,.
.,.,#,.,.,.,.,.
.,.,.,.,.,.,.,#
.,#,.,.,.,.,.,.
.,.,.,.,#,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,#,.,.
.,.,.,#,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,.,#,.
.,.,.,#,.,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,#,.,.,.
.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,.,#,.
.,.,.,#,.,.,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,#
.,.,.,.,.,#,.,.
#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,#,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,.,.,#
.,#,.,.,.,.,.,.
.,.,.,#,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,.,.,#,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,.,.,#
.,.,#,.,.,.,.,.
#,.,.,.,.,.,.,.
.,.,.,.,.,#,.,.
.,#,.,.,.,.,.,.
.,.,.,.,#,.,.,.
.,.,.,.,.,.,#,.
.,.,.,#,.,.,.,.

=,=,=,=,=,=,=,=

.,.,.,.,.,.,.,#
.,.,.,#,.,.,.,.
#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.
.,#,.,.,.,.,.,.
.,.,.,.,.,.,#,.
.,.,.,.,#,.,.,.

=,=,=,=,=,=,=,=

65
